Abstract_ID,Entities
272,"['Follow', 'Healthy People Programs', 'Disconnection', 'Animals', 'Environment', 'Rodent', 'Reservoir (environment)', 'Cryptosporidiosis', 'Homo sapiens', 'Animals', 'Intrahepatic biliary atresia', 'Cryptosporidium', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Estimated', 'Statistical Prevalence', 'Cryptosporidiosis', 'Associated with', 'risk factors', 'Rodent', 'International', 'PubMed', 'Science', 'Scientific Study', 'Meta Analysis (statistical procedure)', 'Estimated', 'Overall Publication Type', 'Statistical Prevalence', 'Deprecated Cryptosporidium sp Ag [Presence] in Unspecified specimen by Immunofluorescence', 'Variance', 'Heterogeneity']"
273,"['Province', 'New Brunswick', 'Patients', 'Infected', 'Hepatitis C', 'geographic population', 'Clinical Research', 'Colicin Plasmids', 'Patients']"
274,"['TBATA gene', 'control act - information', 'Contribution', 'Preventive monitoring', 'Brucellosis', 'Sentinel Surveillance', 'Diagnosis', 'Brucellosis']"
275,"['Disease Outbreaks', 'Respiratory Distress Syndrome, Adult', 'China', 'December', 'Pandemics', 'Nature of disorder', 'Specific qualifier value', 'Pharmaceutical Preparations', 'Potential', 'Therapeutic procedure', 'Patients', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Evaluation', 'Scientific Study', 'favipiravir', 'COVID19 (disease)', 'Pneumonia']"
276,"['Malaria', 'Homo sapiens', 'Health Problems in Pregnancy', 'Decade']"
277,"['Hepatitis C', 'HIV', 'Morbidity - disease rate', 'Mortality Vital Statistics', 'Clinical Research', 'Evaluation', 'Statistical Prevalence', 'Hepatitis B', 'Coinfection', 'Persons', 'Woman', 'Sex Workers', 'Live - Specimen Condition', 'Data', 'Source', 'Databases', 'PubMed', 'Analysis', 'Computer software', 'Statistical Prevalence', 'Hepatitis C', 'Curie', 'Curie', 'Statistical Prevalence', 'Hepatitis B', 'Curie', 'Curie', 'Statistical Prevalence', 'Statistical Prevalence', 'Hepatitis C', 'Asia, Southeastern', 'Highest', 'Africa', 'Statistical Prevalence', 'High', 'Statistical Prevalence', 'Hepatitis C', 'Coinfection', 'Hearing problem', 'Nursing interventions', 'geographic population', 'Hepatitis C', 'Excretory function', 'Recommendation', 'Harm Reduction', 'Hepatitis B', 'Vaccination']"
278,"['Clinical Research', 'Evaluation', 'Oxidative Stress', 'Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Patients', 'Diagnosis', 'month', 'therapeutic aspects']"
279,"['Heart failure', 'Fatal', 'Cardiac Arrhythmia', 'Cardiac dilatation', 'Anemia', 'Thalassemia', 'Effect', 'Echocardiographs', 'Changing', 'Thalassemia', 'Candida intermedia', 'Patients', 'Iran']"
280,"['Investigates', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Characteristics', 'Relationships', 'Result', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta']"
281,"['Hepatitis C', 'Hepatitis C', 'Case (situation)', 'Persons', 'Inject - dosing instruction imperative', 'Pharmaceutical Preparations', 'Study models', 'Hepatitis C', 'therapeutic aspects', 'Success', 'therapeutic aspects', 'Positive', 'Anthropogenic Effects', 'Evaluation', 'Changing', 'Health Care', 'Programs - Publication Format']"
282,"['Clinical Research', 'Evaluation', 'Statistical Prevalence', 'HIV', 'HIV', 'Hepatitis C', 'hepatitis B virus', 'Coinfection', 'Persons', 'Woman', 'Sex Workers', 'Data', 'Source', 'Databases', 'Data', 'Computer software']"
283,"['zinc phosphide', 'Release (procedure)', 'phosphine', 'Toxic effect', 'phosphine', 'Interferes with', 'Manifest', 'Toxicity aspects', 'Prodromal Symptoms', 'Symptoms aspect', 'Abdominal Pain', 'Nausea', 'Metabolic acidosis', 'Increased', 'Liver function', 'Male population group', 'History', 'Ingestion', 'Mild Severity of Illness Code', 'Have Abdominal Discomfort', 'Structure of right upper quadrant of abdomen', 'therapeutic aspects', 'polyethylene glycols', 'Laboratory Procedures', 'Sudden Cardiac Arrest', 'Hospital admission', 'Autopsy', 'Myopathy', 'Fibrosis', 'Ischemia', 'Congestion', 'Heart tissue', 'Pulmonary Edema', 'Bilateral', 'Kidney', 'Nutmeg - dietary', 'Providing presence (regime/therapy)', 'phosphine', 'Liquid substance', 'Patients', 'Worse', 'Cardiovascular system', 'Cardiopulmonary', 'Early Fetal Death', 'Checking (action)', 'Cardiac enzymes', 'Cardiac monitoring', 'Early Diagnosis', 'Efficient', 'Administration occupational activities', 'Patients']"
284,"['cadmium chloride', 'Industry', 'Application procedure', 'Industry', 'Environment', 'Environmental Pollutants', 'Clinical Research', 'Evaluation', 'Effect', 'atorvastatin', 'cadmium', 'Hepatotoxicity', 'Males', 'Rattus norvegicus']"
285,"['mental health', 'Iran', 'Clinical Research', 'Assessed', 'mental health', 'Iranian (ethnic group)', 'Adult']"
286,"['Abdominal Pain', 'Symptoms', 'Poisoning', 'Diagnosis', 'Clinical Research', 'Abdominal Pain', 'Patients', 'Erectile dysfunction', 'Ambulatory Care Facilities', 'Disease']"
287,"['trends qualifier', 'trauma qualifier', 'Health', 'Regular', 'Traumatic AND/OR non-traumatic injury', 'Burden', 'Evaluation procedure', 'Critical', 'Global Burden of Disease', 'Morbidity - disease rate']"
288,"['Animal bite', 'Rabies (disorder)', 'public health medicine (field)', 'Fatalities']"
289,"['India', 'Antihypertensive Agents', 'Hypertensive disease', 'Clinical Research', 'Predictor', 'Transition Mutation', 'Stage', 'Hypertensive disease', 'Incidence', 'Prehypertension', 'Hypertensive disease']"
290,"['Background', 'Overweight', 'Serious', 'Country', 'Fatty Liver', 'Statistical Prevalence', 'Obesity', 'Overweight', 'Iranian (ethnic group)', 'student', 'Meta Analysis (statistical procedure)', 'Sudden infant death syndrome', 'Scopus', 'PubMed', 'Eligible', 'Publications', 'Particle', 'Statistical Prevalence', 'Overweight', 'Data', 'Heterogeneity', 'Science of Statistics', 'Data', 'Version', 'Scientific Study', 'Persons', 'year', 'Statistical Prevalence', 'Obesity', 'Iranian (ethnic group)', 'student', 'Body mass index procedure', 'Confidence Intervals', 'Curie', 'Woman', 'Curie', 'Curie', 'Statistical Prevalence', 'Overweight', 'Body mass index procedure', 'Curie', 'Woman', 'Curie', 'Curie', 'Obesity', 'Curie', 'elementary school students', 'Curie', 'Schools, Secondary', 'Curie', 'high school students', 'Statistical Prevalence', 'Rating (action)', 'Overweight', 'Statistical Prevalence', 'Obesity', 'High', 'Statistical Prevalence', 'Overweight', 'High', 'Woman', 'Statistical Prevalence', 'Obesity', 'Schools, Secondary', 'Statistical Prevalence', 'Schools, Secondary', 'high school students']"
291,"['Unequal', 'Oral cavity', 'Behavior', 'Iran', 'Clinical Research', 'Unequal', 'Oral cavity', 'Middle Aged', 'Elderly (population group)', 'Iran']"
292,"['Drowning', 'International Classification of Diseases', 'ICD9 - Coding system', 'Global Burden of Disease', 'Clinical Research', 'Unintentional', 'Estimated']"
293,"['Overweight', 'Obesity', 'Health', 'No Concerns', 'Adverse event', 'Consequence of', 'Life Span', 'Clinical Research', 'socioeconomic', 'Unequal', 'Overweight', 'Obesity', 'Iranian (ethnic group)', 'Adult']"
294,"['Liver carcinoma', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Liquid Chromatography', 'Malignant Neoplasms', 'Cessation of life', 'Comprehensive', 'Survival Rate', 'Patients', 'Liquid Chromatography', 'Asia', 'Clinical Research', 'Evaluation', 'Survival Rate', 'Patients', 'Liquid Chromatography', 'Asian country', 'Methodology aspects', 'Clinical Research', 'Research Personnel', 'International', 'Internet', 'Gray Literature', 'Evaluation', 'Quality', 'Paper', 'TitleStyles', 'Scientific Study', 'Inclusion', 'Liquid Chromatography', 'Curie', 'Curie', 'Curie', 'Clinical Research', 'Liquid Chromatography', 'Continuance of life', 'Rating (action)', 'Asian country', 'Lower - spatial qualifier', 'Europe', 'North America']"
295,"['Neighborhood', 'Poverty', 'Adverse event', 'Health Outcomes', 'Neighborhood', 'Poverty', 'Adherence (attribute)', 'Immunosuppressive Agents', 'Pharmaceutical Preparations', 'Transplantation of liver']"
296,"['Malignant neoplasm of prostate', 'Male population group', 'Incidence', 'Malignant neoplasm of prostate', 'Increasing (qualifier value)']"
297,"['research', 'Homeless persons', 'Infected', 'Hepatitis C', 'therapeutic aspects', 'Uptake', 'Marginal']"
298,"['Article', 'Characteristics', 'Health System', 'HCCAT5 gene', 'Iran', 'Documents', 'Report (document)', 'Guidelines', 'HCCAT5 gene', 'Publishing', 'HCCAT5 gene', 'Iran', 'Assessed', 'Technology', 'Improved', 'Decision Making', 'HCCAT5 gene', 'Iran', 'Face', 'Pressing Pain', 'Problems - What subject filter', 'HCCAT5 gene', 'Iran', 'Research Personnel', 'Absent', 'Lymphatic System', 'Technology', 'HCCAT5 gene', 'Test Result', 'High Level', 'Policy', 'Maker (occupation)', 'Extrinsic']"
299,"['Malignant neoplasm of breast', 'Problems - What subject filter', 'public health medicine (field)', 'World', 'Continuance of life', 'Anura', 'Indicators', 'Quality', 'Cancer Control']"
300,"['Scientific Study', 'Assessed', 'Statistical Prevalence', 'Diabetes', 'Prediabetes syndrome', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Estimated', 'Statistical Prevalence', 'Undiagnosed', 'Diabetes Mellitus, Non-Insulin-Dependent', 'Variant', 'Publications']"
301,"['Article', 'Analyzer, device', 'Potential']"
302,"['Central Nervous System Stimulants', 'methamphetamine', 'Increasing (qualifier value)', 'Iran', 'Assessed', 'Drug usage', 'Behavior', 'Statistical Prevalence', 'HIV', 'Hepatitis C', 'hepatitis B virus', 'geographic population', 'methamphetamine', 'Iran']"
303,"['Levels (qualifier value)', 'Unequal', 'Exercise', 'Iran', 'Clinical Research', 'Unequal', 'Exercise', 'phenylpropanolamine', 'Iranian (ethnic group)', 'Adult']"
304,"['Country', 'Success', 'Improving (qualifier value)', 'child survival', 'Localized', 'status - In progress', 'United Nations', 'Sustainable Development Goals', 'Death of child', 'Data', 'Child', 'Mortality Vital Statistics', 'trends qualifier', 'Number of Late Fetal Deaths', 'Infant, Newborn', 'Infant', 'Child', 'Age', 'low', 'Developing Countries', 'Models, Statistical', 'Child', 'Country', 'Death of child', 'Live Birth', 'Death of child', 'Country', 'Identification (Psychology)', 'Patterns', 'status - In progress', 'Geographic', 'Unequal', 'Investments', 'Implementation', 'Improved', 'Population Health']"
305,"['Noncommunicable Diseases', 'threat', 'Global developmental delay', 'United Nations', 'Observation in research', 'status - In progress', 'Budgets', 'Global Burden of Disease', 'Data']"
306,"['Clinical Research', 'Statistical Prevalence', 'Hepatitis B Surface Antigens', 'Health Personnel', 'Mediterranean Region', 'Middle Eastern']"
307,"['Organochlorine pesticide', 'Persistent', 'PLP1 protein, human', 'Insecticides', 'Clinical Research', 'Evaluation', 'Residue', 'Meat', 'hepato-renal', 'Cattle', 'Sheep', 'Specimen', 'Residual', 'Contents', 'Aldrin', 'Dieldrin', 'DDT (Insecticide)', 'Metabolite', 'Isomerism (chemical phenomenon)', 'lindane', 'Heptachlor', 'Chlordan', 'methoxychlor', 'Hexachlorobenzene', 'Analysis', 'Specimen', 'Ocular Cicatricial Pemphigoid', 'Residue', 'Techniques', 'Gas Chromatography-Mass Spectrometry', 'Gas Chromatography-Mass Spectrometry', 'Analysis', 'Lower - spatial qualifier', 'findings aspects', 'Meat', 'Organ', 'Status', 'Residue', 'Ocular Cicatricial Pemphigoid', 'Preventive monitoring', 'Pesticide Residues', 'Organ', 'public health medicine (field)']"
308,"['Mortality Vital Statistics', 'Patients', 'Illness (finding)', 'low', 'Transplantation', 'Clinical Reasoning', 'Illness (finding)', 'Social Determinants of Health', 'Influence', 'Decision', 'Illness (finding)', 'Social Determinants of Health', 'Characteristics', 'Adjudication', 'Transplantation']"
309,"['Evidence', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Outcome Measures', 'Indication of (contextual qualifier)', 'Community', 'Characteristics', 'Risk', 'Transplantation', 'Quality', 'Metric (substance)', 'Consistency', 'Tumor Necrosis Factor-Beta', 'Outcome Measures', 'County']"
310,"['Blastocystis', 'Tuberculosis', 'public health medicine (field)', 'Replication Origin', 'Clinical Research', 'Investigates', 'Blastocystis', 'Subtype (attribute)', 'Alleles', 'Spatial Distribution', 'Tuberculosis', 'Patients']"
311,"['Osteoarthritis, Knee', 'Collagen Diseases', 'Problems - What subject filter', 'Investigates', 'risk factors', 'Osteoarthritis, Knee', 'Case (situation)', 'Diagnosis', 'Community', 'Orientation (spatial)', 'Control Groups', 'Rheumatism', 'Phase']"
312,"['objective (goal)', 'Diabetes', 'Administration occupational activities', 'Enhance (action)', 'Performance', 'Colicin Plasmids', 'Therapeutic procedure', 'Target', 'Achievement', 'Control Groups', 'Complication', 'Diabetes']"
313,"['Clinical Research', 'Evaluation', 'Effectiveness', 'Poisoning', 'Outpatients', 'Clinical Research', 'Epidemic', 'Poisoning', 'Iran', 'Patients', 'Ambulatory Care Facilities', 'Treating', 'penicillamine', 'Having administered', 'day', 'Availability of', 'Recommendation', 'week', 'Withholding Treatment', 'Ambulatory Care Facilities', 'Test Result', 'Patients', 'Poisoning', 'Symptoms aspect', 'Encephalopathies', 'Presentation', 'Midline (qualifier value)', 'therapeutic aspects', 'day', 'Statistical Significance', 'Treatment Protocols', 'Complication', 'Recovery - action', 'therapeutic aspects', 'Midline (qualifier value)', 'Reduced', 'Patients', 'penicillamine', 'Bone Substitutes', 'Poisoning', 'Sample Size', 'Limited (extensiveness)', 'Detected (finding)', 'Serious', 'aspects of adverse effects', 'penicillamine', 'Acceptable', 'Recovery - action', 'Epidemic', 'Limitation', 'Access']"
314,"['Statistical Prevalence', 'IL13 gene', 'Chronic disease', 'Child', 'Science of Statistics', 'Statistical Prevalence', 'IL13 gene', 'Iranian (ethnic group)', 'Child', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Evaluation', 'Statistical Prevalence', 'IL13 gene', 'Iranian (ethnic group)', 'Child']"
315,"['Colorectal Carcinoma', 'Etiology aspects', 'Cessation of life', 'World Health', 'Scientific Study', 'Anabolism', 'therapeutic aspects', 'year', 'Colicin Plasmids', 'Anabolism', 'Cancer Therapeutic Procedure', 'Microorganism', 'Intestines']"
316,"['Mortality Vital Statistics', 'Mexico', 'Decreased', 'year', 'geographic population', 'Practice Experience', 'Social Deprivation']"
317,"['Premature Birth', 'Gestational Age', 'Fetus Small for Gestational Age', 'Contribution', 'Infant, Newborn', 'Mortality Vital Statistics', 'Social', 'Premature Birth', 'Fetus Small for Gestational Age', 'geographic population', 'Data', 'Demography', 'risk factors', 'Premature Birth', 'Fetus Small for Gestational Age', 'Pregnant Women', 'Analysis of substances', 'Pregnancy', 'Premature Birth', 'High', 'Mother (person)', 'year', 'Reduced', 'Fetus Small for Gestational Age', 'Quintile', 'Decreased', 'Effectiveness', 'coverage - financial contract', 'Fetus Small for Gestational Age', 'Nursing interventions', 'Woman', 'Socioeconomic Status', 'Fetus Small for Gestational Age']"
318,"['Clinical Research', 'Evaluation', 'Statistical mean', 'Mental concentration', 'cadmium', 'Hamartoma Syndrome, Multiple', 'chromium', 'copper', 'nickel', 'nickel', 'lead', 'Meat', 'Sheep', 'Daily', 'Intake', 'Analysis of substances', 'Metals', 'Inductively-Coupled Plasma', 'Specimen', 'Principal Component Analysis', 'Passive Cutaneous Anaphylaxis', 'Cell Differentiation process', 'Sheep', 'Kidney', 'hepato-renal', 'Levels (qualifier value)', 'Hamartoma Syndrome, Multiple', 'copper', 'lead', 'Positive', 'Target', 'Hazard', 'Quotient', 'Calculated', 'lead', 'Hamartoma Syndrome, Multiple', 'Levels (qualifier value)', 'Kidney', 'Carcinogenic Metal', 'Creatinine measurement', 'Hazard', 'Hawaii', 'Consumption of goods', 'Child', 'International', 'High', 'Levels (qualifier value)', 'Hawaii']"
319,"['Liver carcinoma', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Liquid Chromatography', 'Malignant Neoplasms', 'Report (document)', 'Liquid Chromatography', 'Incidence', 'Iranian (ethnic group)', 'Location', 'Clinical Research', 'Systematic Review', 'Estimated', 'Accurate (qualifier)', 'Incidence', 'Rating (action)', 'Liquid Chromatography', 'Iranian (ethnic group)', 'Persons']"
320,"['Malignant Neoplasms', 'Cessation of life', 'Malignant neoplasm of gastrointestinal tract', 'Primary', 'Mortality Vital Statistics', 'Malignant Neoplasms', 'trend', 'Different', 'Malignant neoplasm of gastrointestinal tract', 'Iran']"
321,"['Generalized', 'public health medicine (field)', 'Hepatitis C', 'Hepatitis C', 'Relevance', 'Financial cost', 'Speaking (activity)', 'Midline (qualifier value)', 'Financial cost', 'Complication of transplanted liver', 'Effectiveness', 'Therapeutic procedure', 'Hepatitis C', 'Patients', 'Increased', 'Improving (qualifier value)', 'bony process', 'Patients', 'Adherence (attribute)', 'Patients', 'Pharmacotherapy', 'Effectiveness', 'drug management', 'Disease', 'Health Policy', 'Insurance', 'Patients', 'Hepatitis C', 'Sufficient', 'Patients', 'Insurance', 'Problem', 'Economic Conditions', 'Effectiveness', 'therapeutic aspects', 'Assisted (qualifier value)', 'Hepatitis C', 'therapeutic aspects', 'Reduced', 'Patients', 'Cell Growth', 'Private Room', 'Positive', 'Insurance Carriers', 'Increasing (qualifier value)', 'Interested', 'Increase', 'Social status', 'Patients', 'Disease', 'Policy', 'Insurance']"
322,"['Coinfection', 'Tuberculosis', 'Tuberculosis', 'Intestines', 'Parasites', 'Infections of musculoskeletal system', 'public health medicine (field)', 'low', 'Developing Countries', 'Data', 'Iran', 'Investigates', 'Statistical Prevalence', 'Patients', 'Tuberculosis', 'Iran']"
323,"['Cessation of life', 'Feeling despair', 'PIN1 gene', 'public health medicine (field)', 'Cessation of life', 'Liver diseases', 'Pharmaceutical Preparations', 'Etiology aspects', 'Cessation of life', 'Additional', 'Mortality Vital Statistics', 'Data', 'Rating (action)', 'Drug Overdose', 'Cessation of life', 'Suicide', 'Cessation of life', 'Rating (action)', 'Economics', 'Social Determinants of Health', 'Health', 'Hematoma, Subdural', 'Increase', 'PIN1 gene', 'Neoplasm Metastasis', 'Hematoma, Subdural', 'PIN1 gene', 'PIN1 gene', 'Hematoma, Subdural', 'Income', 'Age', 'High', 'Average', 'Health Personnel', 'Florida', 'PIN1 gene', 'High', 'Reduced', 'PIN1 gene', 'Explanation']"
324,"['Chronic disease', 'Followed by', 'High', 'Lower - spatial qualifier', 'Socioeconomic Status', 'research', 'Cancer Progression', 'Groups', 'Diversity', 'socioeconomic', 'Body Patterning', 'Antisense Orientation', 'Malignant Neoplasms', 'Investigates', 'German language', 'socioeconomic', 'Unequal', 'Malignant Neoplasms', 'Incidence', 'Germany', 'Malignant Neoplasms', 'Specific qualifier value', 'Malignant Neoplasms', 'Diagnosis', 'Assessed', 'District', 'German language', 'Socioeconomic Factors', 'Absolute', 'Relative (related person)', 'socioeconomic', 'Unequal', 'Malignant Neoplasms', 'Incidence', 'Analysis', 'Logarithm', 'Offset', 'Male population group', 'socioeconomic', 'Unequal', 'Malignant Neoplasms', 'Incidence', 'High', 'District', 'Malignant Neoplasms', 'Specific qualifier value', 'Malignant Neoplasms', 'Large nose', 'Malignant Neoplasms', 'Lung', 'Oral cavity', 'Respiratory System', 'Woman', 'High', 'Kidney', 'Urinary Bladder', 'Malignant tumor of cervix', 'Hematopoietic and Lymphoid Cell', 'Neoplasms', 'Unequal', 'Malignant Neoplasms', 'Gradient', 'High', 'Less Than', 'melanoma', 'Malignant neoplasm of thyroid', 'Woman', 'Woman', 'ovarian neoplasm', 'Male population group', 'Incident', 'Malignant Neoplasms', 'cancer location', 'Incidence', 'Malignant Neoplasms', 'Antisense Orientation', 'socioeconomic', 'Gradient', 'Minority Groups', 'Woman', 'Federal Government', 'socioeconomic', 'Unequal', 'Malignant Neoplasms', 'Incidence', 'findings aspects', 'socioeconomic', 'Body Patterning', 'Malignant Neoplasms', 'Diversity', 'Directions', 'cancer location', 'Malignant Neoplasms', 'Unequal', 'Potential', 'Cancer Prevention', 'Strategy', 'Cancer Prevention']"
325,"['Clinical Research', 'Estimated', 'Statistical Prevalence', 'Sambucus', 'ABUSE NEGLECT', 'Iran']"
326,"['Neighborhood Disadvantage', 'Increased', 'diabetes risk', 'risk factors', 'Childhood', 'Adulthood', 'High', 'socioeconomic', 'socioeconomic', 'Neighborhood Disadvantage', 'Incidence', 'geographic population']"
327,"['Hepatitis B', 'public entity', 'Liver Cirrhosis', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Clinical Research', 'Evaluation', 'Effect', 'Educational Intervention', 'Prophylactic behavior', 'Health behavior', 'Hepatitis B', 'Vaccination', 'Woman', 'Marriage, life event', 'Marriage, life event', 'Marriage, life event', 'Participant', 'Knowledge', 'Health Belief Model', 'LRP5 gene', 'Intention - mental process', 'Hemoglobin', 'Vaccination', 'Questionnaires', 'Distress Score Visual Analogue Scale', 'Educational Intervention', 'pretesting', 'follow-up', 'Levels (qualifier value)', 'Statistical Significance', 'Score', 'Groups', 'Statistical Significance', 'Case Study', 'Positive', 'Participant', 'LRP5 gene', 'Intention - mental process', 'Hemoglobin', 'Vaccination', 'Educational Intervention', 'LRP5 gene', 'Improved', 'Prophylactic behavior', 'Hemoglobin', 'Vaccination']"
328,"['Accurate (qualifier)', 'Estimated', 'Statistical Prevalence', 'Hepatitis', 'Colicin Plasmids', 'Prisoners', 'Iran']"
329,"['Problem', 'chronic', 'Illness (finding)', 'Liver Cirrhosis']"
330,"['Chlamydia trachomatis', 'Connecticut', 'Reproductive tract infection', 'Woman', 'Evidence', 'Communicable Diseases', 'Connecticut', 'With frequency', 'Communicable Diseases', 'Iranian (ethnic group)', 'Woman']"
331,"['Influence', 'Health-Related Quality Of Life', 'Health-Related Quality Of Life', 'Fatigue', 'Clinical Research', 'Relationships', 'Demography', 'Health-Related Quality Of Life', 'Fatigue']"
332,"['Communicable Diseases', 'Disease', 'Highest', 'Mortality Vital Statistics', 'Improvement', 'Socioeconomic Status', 'Access', 'Drinking Water', 'Patterns', 'Decreasing', 'Spreading (qualifier value)', 'Cessation of life', 'Communicable Diseases', 'incidence and prevalence', 'Noncommunicable Diseases', 'Spondyloenchondrodysplasia', 'Increased', 'Iran', 'Cessation of life', 'Nursing interventions', 'Spondyloenchondrodysplasia', 'Homo sapiens', 'Financial Stress', 'Health System', 'Policy', 'Growth', 'year', 'Education, Medical', 'Cohort', 'Prospective Studies', 'Epidemiologic Studies', 'Assessed', 'Burden', 'Spondyloenchondrodysplasia', 'Investigates', 'risk factors', 'Ethnicity', 'Iran', 'Persian language', 'Cohort', 'Participant', 'Component object', 'Adult', 'Birth', 'Adolescence', 'Elderly (population group)', 'Replication Origin', 'Iran', 'Blood Banks', 'Urine', 'Hair', 'Nail plate', 'Specimen', 'Persian language', 'Cohort', 'Research Infrastructure', 'Implementation', 'research', 'Evidence', 'Health Policy', 'Control Groups', 'Spondyloenchondrodysplasia']"
333,"['Prophylactic treatment', 'Inflammatory', 'Milieu Therapy', 'Anti-Inflammatory Agents', 'Modality', 'Hemodialysis', 'Patients', 'Rating (action)', 'Inflammatory', 'Markers (device)', 'Inflammation', 'Uremia', 'Morbidity - disease rate', 'Mortality Vital Statistics', 'Hemodialysis', 'Patients', 'Clinical Research', 'Evaluation', 'Reduction (chemical)', 'Inflammatory', 'Markers (device)', 'Hemodialysis', 'Patients']"
334,"['Hepatitis C', 'Hepatitis C', 'Liver diseases', 'Potential', 'Comprehensive', 'Evidence', 'Hepatitis C', 'Iranian (ethnic group)', 'Hemodialysis', 'Hodgkin Disease', 'Patients', 'Systematic Review']"
335,"['Clinical Research', 'Evaluation', 'Effect', 'Lactobacillus', 'Dietary Supplementation', 'trends qualifier', 'Milk (body substance)', 'Antioxidants', 'Observation parameter']"
336,"['Earthquakes', 'Fukushima Nuclear Accident', 'Government', 'Requirement', 'Evacuation procedure', 'Radioactivity', 'Fukushima Nuclear Accident', 'Life Style', 'Diet', 'Exercise', 'Cardiovascular Diseases', 'Mental association', 'Evacuation procedure', 'Changing', 'Cardiovascular Diseases', 'risk factors', 'Fukushima Nuclear Accident', 'Health Surveys', 'Clinical Research', 'Longitudinal Studies', 'health and clinical management', 'Surveys', 'Proportion', 'Overweight', 'Hypertensive disease', 'Diabetes Mellitus', 'Dyslipidemias', 'Liver Dysfunction', 'Atrial Fibrillation', 'Polycythemia', 'Increased', 'Evacuation procedure', 'Increase', 'Heart Disease Risk Factors', 'Myocardial Infarction', 'Cerebrovascular accident', 'Prophylactic behavior', 'Diabetes Mellitus', 'Dyslipidemias', 'Collaboration', 'Community']"
337,"['Contribution', 'Nervous System Physiological Phenomena', 'Hepatic Encephalopathy', 'Electrophysiological Phenomena', 'Mechanism (attribute)', 'Damage', 'Hyperammonemia (disorder)', 'Impaired cognition', 'Bile duct structure', 'Tape Recording', 'CA1 Pyramidal Cell Area', 'Neurons', 'Hippocampus (Brain)', 'Males', 'Rats, Wistar', 'salicylhydroxamic acid', 'Surgery specialty', 'Electrophysiological Phenomena', 'Hippocampus (Brain)', 'Neurons', 'Clinical Research', 'Potential', 'ampicillin', 'Accountable Health Plans', 'Increased', 'Significantly low', 'Animals', 'salicylhydroxamic acid', 'Groups', 'Internal', 'Hippocampus (Brain)', 'Neurons', 'Contribution', 'Congenital Abnormality', 'Hepatic Encephalopathy', 'Therapeutic procedure']"
338,"['Musculoskeletal Diseases', 'public entity', 'Statistical Prevalence', 'Persian language', 'Adult', 'Cohort', 'Research Subject', 'Age', 'Complete', 'Community', 'Orientation (spatial)', 'Control Groups', 'Rheumatism', 'Electronic Supplementary Materials', 'Research Subject', 'Physical Examination', 'Research Subject', 'day', 'Frequently', 'Complaint (finding)', 'Site', 'Complaint (finding)', 'Degenerative polyarthritis', 'Rheumatism', 'Affecting', 'Low Back Pain', 'Degenerative polyarthritis', 'Osteoarthritis, Knee', 'Females', 'Males', 'Low Back Pain', 'Males', 'Females', 'Periarthritis', 'Prevalent', 'Males', 'Fibromyalgia', 'Psychological Tests (procedure)', 'Prevalent', 'Females', 'Rheumatoid Arthritis', 'Males', 'Females', 'Statistical Prevalence', 'Geographic Locations', 'prevention program', 'Administration occupational activities', 'Societies']"
339,"['Dermatologic disorders', 'Frequently', 'Relapse', 'Numerous', 'Atopy', 'Contact Dermatitis', 'Administration occupational activities', 'Complex', 'Pathogenesis', 'Effectiveness', 'Therapeutic procedure', 'Patients', 'Quality', 'Life']"
340,"['Obesity', 'Overweight', 'Obesity', 'risk factors', 'Series', 'Noncommunicable Diseases', 'year', 'Epidemiologic Studies', 'Obesity', 'Associated with', 'Increased', 'Risk', 'Malignant Neoplasms', 'Endometrium', 'Epidemiology', 'Mental association', 'Obesity', 'Potential', 'Mechanism (attribute)', 'Chronic inflammation', 'Social Interaction', 'Endocrine system', 'Adiponectin', 'Somatomedins', 'Colicin Plasmids', 'progesterone and estrogen', 'Cell metabolism', 'Alteration', 'Obesity', 'Participation', 'Biologic Development', 'Disease Progression', 'Pharmacotherapy', 'cellular targeting', 'Therapeutic procedure']"
341,"['Response process', 'Result', 'Costimulatory and Inhibitory T-Cell Receptors', 'Signal Transduction', 'Apoptosis', 'Cessation of life', 'Ligands', 'Molecule', 'soluble', 'Homo sapiens', 'Serum', 'soluble', 'CD274 protein, human', 'Patients', 'Autoimmune Diseases', 'Social Role', 'Evaluation', 'Mental association', 'Severities', 'IL13 gene', 'Arkansas', 'Patients']"
342,"['Clinical Research', 'Investigates', 'Hepatoprotective Agent', 'Physical activity', 'extract - ActClassContainer', 'Carbon Tetrachloride', 'Induce (action)', 'Hepatotoxicity', 'Rattus norvegicus']"
