Abstract_ID,CUI,Name,Definition,TUIs,Aliases
74,C0005516,Biological Markers,"Measurable and quantifiable biological parameters (e.g., specific enzyme concentration, specific hormone concentration, specific gene phenotype distribution in a population, presence of biological substances) which serve as indices for health- and physiology-related assessments, such as disease risk, psychiatric disorders, ENVIRONMENTAL EXPOSURE and its effects, disease diagnosis; METABOLIC PROCESSES; SUBSTANCE ABUSE; PREGNANCY; cell line development; EPIDEMIOLOGIC STUDIES; etc.",['T201'],"['biomarkers', 'Markers, Biological', 'biomarker', 'Marker, Biologic', 'biological markers']"
74,C0033325,Forecast of outcome,A prediction of the probable outcome of a disease based on a individual's condition and the usual course of the disease as seen in similar situations.,['T058'],"['Prognosis, NOS', 'prognosis', 'Determination of prognosis (procedure)', 'outcome prediction', 'Forecast of outcome, NOS']"
74,C0001554,Administration occupational activities,Performing or possessing executive duties; acting as a supervisor or manager.,['T057'],"['administration [executive duty]', 'Administration, Management', 'Administration (navigational concept)', 'Management', 'Administration']"
74,C0920425,Cancer Therapeutic Procedure,Any intervention for management of a malignant neoplasm.,['T061'],"['Malignant Neoplasm Treatment', 'cancer therapies', 'Cancer Therapy', 'Cancer Treatment', 'cancer therapy']"
74,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
74,C1292732,Investigates,,['T169'],"['investigated', 'Investigates (attribute)', 'investigating', 'investigate', 'investigates']"
74,C0919428,NQO1 gene,"This gene is involved in drug/xenobiotic metabolism, biosynthetic processes and the prevention of cellular oxidative stress.",['T028'],"['NAD(P)H Dehydrogenase, Quinone 1 Gene', 'QR1', 'NAD(P)H quinone dehydrogenase 1', 'diaphorase (NADH/NADPH) (cytochrome b-5 reductase)', 'NQO1 gene']"
74,C0005516,Biological Markers,"Measurable and quantifiable biological parameters (e.g., specific enzyme concentration, specific hormone concentration, specific gene phenotype distribution in a population, presence of biological substances) which serve as indices for health- and physiology-related assessments, such as disease risk, psychiatric disorders, ENVIRONMENTAL EXPOSURE and its effects, disease diagnosis; METABOLIC PROCESSES; SUBSTANCE ABUSE; PREGNANCY; cell line development; EPIDEMIOLOGIC STUDIES; etc.",['T201'],"['biomarkers', 'Markers, Biological', 'biomarker', 'Marker, Biologic', 'biological markers']"
74,C0001554,Administration occupational activities,Performing or possessing executive duties; acting as a supervisor or manager.,['T057'],"['administration [executive duty]', 'Administration, Management', 'Administration (navigational concept)', 'Management', 'Administration']"
74,C0685938,Malignant neoplasm of gastrointestinal tract,A primary or metastatic malignant neoplasm involving any part of the digestive system.,['T191'],"['cancer gi', 'Gastrointestinal Cancer', 'Malignant Gastrointestinal Neoplasm', 'cancer gastrointestinal', 'Malignant neoplasm of gastrointestinal tract NOS']"
74,C0199176,Prophylactic treatment,"Therapeutic, nutritional, environmental, social and/or behavioral interventions at the societal, community, organizational or individual levels to reduce, modify or stop the course of a disease.",['T061'],"['Preventive treatment', 'Prophylaxis - intent', 'Prophylaxis - action', 'Prophylaxis', 'preventive intervention']"
74,C0039798,therapeutic aspects,"Used with diseases for therapeutic interventions except drug therapy, diet therapy, radiotherapy, and surgery, for which specific subheadings exist. The concept is also used for articles and books dealing with multiple therapies.",['T169'],"['treatment', 'therapy', 'disease management']"
75,C0876889,Pediatric brand name,,"['T121', 'T197']",['Pediatric']
75,C0162557,"Liver Failure, Acute","A form of rapid-onset LIVER FAILURE, also known as fulminant hepatic failure, caused by severe liver injury or massive loss of HEPATOCYTES. It is characterized by sudden development of liver dysfunction and JAUNDICE. Acute liver failure may progress to exhibit cerebral dysfunction even HEPATIC COMA depending on the etiology that includes hepatic ISCHEMIA, drug toxicity, malignant infiltration, and viral hepatitis such as post-transfusion HEPATITIS B and HEPATITIS C.",['T047'],"['Liver Failure, Fulminating', 'Failure, Acute Liver', 'acute failure liver', 'Fulminating Liver Failures', 'Fulminating Liver Failure']"
75,C0013956,Emergency Situation,A sudden unforeseen crisis that requires immediate action.,['T067'],"['emergencies', 'Emergency situation', 'emergency situations', 'Emergency Situation', 'emergency']"
75,C0001554,Administration occupational activities,Performing or possessing executive duties; acting as a supervisor or manager.,['T057'],"['administration [executive duty]', 'Administration, Management', 'Administration (navigational concept)', 'Management', 'Administration']"
75,C0596545,Experience,The accumulation of knowledge or skill that results from direct participation in events or activities.,['T041'],"['experience', 'Experience', 'experiences']"
75,C0023911,Transplantation of liver,The transference of a part of or an entire liver from one human or animal to another.,['T061'],"['Hepatic transplantation', 'liver transplanting', 'Liver--Transplantation', 'Transplantation, Hepatic', 'Hepatic Transplantation']"
75,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
75,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
75,C1955989,Healthcare Disparities,Differences in access to or availability of medical facilities and services.,['T080'],"['Health Care Inequalities', 'Disparity, Healthcare', 'Health Care Inequality', 'Disparities, Healthcare', 'Disparity, Health Care']"
75,C0012634,Disease,"A definite pathologic process with a characteristic set of signs and symptoms. It may affect the whole body or any of its parts, and its etiology, pathology, and prognosis may be known or unknown.",['T047'],"['Disease or Disorder', 'Disorder', 'disorder', 'Disease or syndrome present', 'Clinical disease AND/OR syndrome present']"
75,C0018748,Health Services Accessibility,"The degree to which individuals are inhibited or facilitated in their ability to gain entry to and to receive care and services from the health care system. Factors influencing this ability include geographic, architectural, transportational, and financial considerations, among others.",['T033'],"['health care service access', 'Access to Health Services', 'Access to Health Care', 'Health Services Accessibility', 'access health care']"
75,C0004083,Mental association,"A functional relationship between psychological phenomena of such nature that the presence of one tends to evoke the other; also, the process by which such a relationship is established.",['T041'],"['Association', 'mental association', 'Associations', 'association', 'association [mental function]']"
75,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
75,C0086749,Outcome Measures,"<p>**Description:**Operational activities conducted for the purposes of assessing the results of an activity, product, or service</p>",['T081'],"['measure outcomes', 'measures outcome', 'Measures, Outcome', 'outcome measures', 'outcome measure']"
75,C0024320,Tumor Necrosis Factor-Beta,"A tumor necrosis factor family member that is released by activated LYMPHOCYTES. Soluble lymphotoxin is specific for TUMOR NECROSIS FACTOR RECEPTOR TYPE I; TUMOR NECROSIS FACTOR RECEPTOR TYPE II; and TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 14. Lymphotoxin-alpha can form a membrane-bound heterodimer with LYMPHOTOXIN-BETA that has specificity for the LYMPHOTOXIN BETA RECEPTOR.","['T116', 'T129']","['Lymphotoxin alpha', 'LT', 'Tumor Necrosis Factor-beta', 'Tumour necrosis factor beta', 'lymphotoxin']"
75,C0011065,Cessation of life,"Irreversible cessation of all bodily functions, manifested by absence of spontaneous breathing and total loss of cardiovascular and cerebral functions.",['T040'],"['Death', 'biological death', 'End Of Life', 'Death (event)', 'Deceased']"
75,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
75,C1292732,Investigates,,['T169'],"['investigated', 'Investigates (attribute)', 'investigating', 'investigate', 'investigates']"
75,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
75,C0205146,Area,The extent of a 2-dimensional surface enclosed within a boundary.,['T082'],"['areas', 'area', 'Area (qualifier value)', 'Area']"
75,C0184661,Interventional procedure,"An activity that produces an effect, or that is intended to alter the course of a disease in a patient or population. This is a general term that encompasses the medical, social, behavioral, and environmental acts that can have preventive, therapeutic, or palliative effects.",['T061'],"['{Procedure}', 'Procedure (procedure)', 'PROCEDURES', 'Procedures', 'Procedure, NOS']"
75,C4288068,Unrecognized,Not identified from previous encounters or knowledge.,['T080'],[]
75,C0042791,Vision Disparity,The difference between two images on the retina when looking at a visual stimulus. This occurs since the two retinas do not have the same view of the stimulus because of the location of our eyes. Thus the left eye does not get exactly the same view as the right eye.,['T081'],"['Ocular Parallax', 'Disparities, Binocular', 'Fixation Disparity', 'Binocular Disparities', 'retinal disparity']"
76,C0007222,Cardiovascular Diseases,Pathological conditions involving the CARDIOVASCULAR SYSTEM including the HEART; the BLOOD VESSELS; or the PERICARDIUM.,['T047'],"['CARDIOVASCULAR DISORDERS: GENERAL TERMS', 'Cardiovascular disease, NOS', 'Cardiovascular Diseases', 'DISEASES AFFECTING THE ENTIRE CARDIOVASCULAR SYSTEM', 'cardiovascular disease']"
76,C0441833,Groups,Any number of entities (members) considered as a unit.,['T078'],"['Groups (qualifier value)', 'Panel', 'Groups', 'groups', 'group']"
76,C0035648,risk factors,"An aspect of personal behavior or lifestyle, environmental exposure, inborn or inherited characteristic, which, based on epidemiological evidence, is known to be associated with a health-related condition considered important to prevent.",['T033'],"['Risk factor', 'risk indicators', 'risk characteristics', 'Factor, Risk', 'vulnerability factors']"
76,C5203670,COVID19 (disease),"A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.",['T047'],"['2019 Novel Coronavirus Infection', 'SARS-CoV-2 Disease', 'Human Coronavirus 2019 Infection', 'SARS-CoV-2 Infection', 'Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder)']"
